triplet_id,language,category,phenomenon,feature_vals,model,cos_grammatical_ungrammatical,pair_distinction,pair_pass
mbp_hi_046,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9986680150032043,0.0013319849967956543,0
mbp_hi_047,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9996392130851746,0.00036078691482543945,0
mbp_hi_048,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9997379779815674,0.0002620220184326172,0
mbp_hi_049,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9994618892669678,0.0005381107330322266,0
mbp_hi_050,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9994847774505615,0.0005152225494384766,0
mbp_hi_051,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9998056292533875,0.00019437074661254883,0
mbp_hi_052,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9974974393844604,0.0025025606155395508,0
mbp_hi_053,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9999589323997498,4.106760025024414e-05,0
mbp_hi_054,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9990487098693848,0.0009512901306152344,0
mbp_hi_055,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9920216202735901,0.007978379726409912,0
mbp_hi_056,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9982949495315552,0.0017050504684448242,0
mbp_hi_057,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9952404499053955,0.004759550094604492,0
mbp_hi_058,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9999198913574219,8.0108642578125e-05,0
mbp_hi_059,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9999673366546631,3.266334533691406e-05,0
mbp_hi_060,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.99957275390625,0.00042724609375,0
mbp_hi_061,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9992086887359619,0.0007913112640380859,0
mbp_hi_062,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9994850158691406,0.000514984130859375,0
mbp_hi_063,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9990749955177307,0.0009250044822692871,0
mbp_hi_064,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9994102716445923,0.0005897283554077148,0
mbp_hi_065,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9996983408927917,0.00030165910720825195,0
mbp_hi_066,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9999649524688721,3.504753112792969e-05,0
mbp_hi_067,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9986292719841003,0.0013707280158996582,0
mbp_hi_068,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9989675283432007,0.0010324716567993164,0
mbp_hi_069,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9991892576217651,0.0008107423782348633,0
mbp_hi_070,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9999277591705322,7.224082946777344e-05,0
mbp_hi_071,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9979196786880493,0.0020803213119506836,0
mbp_hi_072,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9977896213531494,0.002210378646850586,0
mbp_hi_073,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9999802112579346,1.9788742065429688e-05,0
mbp_hi_074,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9996782541275024,0.0003217458724975586,0
mbp_hi_075,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9998601078987122,0.0001398921012878418,0
mbp_hi_076,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9989631175994873,0.0010368824005126953,0
mbp_hi_077,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9995989203453064,0.0004010796546936035,0
mbp_hi_078,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9999297261238098,7.027387619018555e-05,0
mbp_hi_079,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9993242025375366,0.0006757974624633789,0
mbp_hi_080,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9995068311691284,0.000493168830871582,0
mbp_hi_081,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9999526143074036,4.738569259643555e-05,0
mbp_hi_082,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9994794130325317,0.0005205869674682617,0
mbp_hi_083,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9969816207885742,0.0030183792114257812,0
mbp_hi_084,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9995575547218323,0.0004424452781677246,0
mbp_hi_085,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9994255304336548,0.0005744695663452148,0
mbp_hi_086,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9991757869720459,0.0008242130279541016,0
mbp_hi_087,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9990401268005371,0.0009598731994628906,0
mbp_hi_088,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9996355175971985,0.00036448240280151367,0
mbp_hi_089,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9998102188110352,0.00018978118896484375,0
mbp_hi_090,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.999685525894165,0.00031447410583496094,0
mbp_hi_091,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9999687671661377,3.123283386230469e-05,0
mbp_hi_092,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9999909400939941,9.059906005859375e-06,0
mbp_hi_093,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9998859167098999,0.00011408329010009766,0
mbp_hi_094,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9951359033584595,0.004864096641540527,0
mbp_hi_095,hindi,verb_gender_agreement,SV-G,FEM -> MASC,LaBSE,0.9999569654464722,4.303455352783203e-05,0
mbp_hi_096,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9999772310256958,2.276897430419922e-05,0
mbp_hi_097,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9986973404884338,0.0013026595115661621,0
mbp_hi_098,hindi,verb_gender_agreement,SP-G,MASC -> FEM,LaBSE,0.9996649026870728,0.0003350973129272461,0
mbp_hi_099,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9998885989189148,0.00011140108108520508,0
mbp_hi_100,hindi,verb_gender_agreement,SV-G,MASC -> FEM,LaBSE,0.9983880519866943,0.001611948013305664,0
mbp_hi_001,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9990221858024597,0.0009778141975402832,0
mbp_hi_002,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9966052770614624,0.0033947229385375977,0
mbp_hi_003,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9999732971191406,2.6702880859375e-05,0
mbp_hi_004,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9988292455673218,0.0011707544326782227,0
mbp_hi_005,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9805170297622681,0.019482970237731934,0
mbp_hi_006,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9645807147026062,0.0354192852973938,0
mbp_hi_007,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9988166093826294,0.0011833906173706055,0
mbp_hi_008,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9994701147079468,0.0005298852920532227,0
mbp_hi_009,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9969387054443359,0.0030612945556640625,0
mbp_hi_010,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9987059235572815,0.0012940764427185059,0
mbp_hi_011,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9993565082550049,0.0006434917449951172,0
mbp_hi_012,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9930770993232727,0.006922900676727295,0
mbp_hi_013,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9929232001304626,0.0070767998695373535,0
mbp_hi_014,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9708086848258972,0.029191315174102783,0
mbp_hi_015,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.925164520740509,0.07483547925949097,0
mbp_hi_016,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9987242221832275,0.001275777816772461,0
mbp_hi_017,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9995495676994324,0.00045043230056762695,0
mbp_hi_018,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9986836314201355,0.001316368579864502,0
mbp_hi_019,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9997772574424744,0.00022274255752563477,0
mbp_hi_020,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9854583144187927,0.014541685581207275,0
mbp_hi_021,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9691643118858337,0.03083568811416626,0
mbp_hi_022,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9992515444755554,0.0007484555244445801,0
mbp_hi_023,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9896761178970337,0.010323882102966309,0
mbp_hi_024,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9897074103355408,0.010292589664459229,0
mbp_hi_025,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9779506921768188,0.022049307823181152,0
mbp_hi_026,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9954334497451782,0.004566550254821777,0
mbp_hi_027,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9991095662117004,0.0008904337882995605,0
mbp_hi_028,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9997604489326477,0.00023955106735229492,0
mbp_hi_029,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9959560036659241,0.004043996334075928,0
mbp_hi_030,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9993680119514465,0.0006319880485534668,0
mbp_hi_031,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.997505784034729,0.002494215965270996,0
mbp_hi_032,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9971523880958557,0.002847611904144287,0
mbp_hi_033,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9998941421508789,0.00010585784912109375,0
mbp_hi_034,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9998492002487183,0.00015079975128173828,0
mbp_hi_035,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9967939257621765,0.0032060742378234863,0
mbp_hi_036,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9997981786727905,0.00020182132720947266,0
mbp_hi_037,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9996406435966492,0.0003593564033508301,0
mbp_hi_038,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9993565082550049,0.0006434917449951172,0
mbp_hi_039,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9995901584625244,0.00040984153747558594,0
mbp_hi_040,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9979461431503296,0.00205385684967041,0
mbp_hi_041,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9999306201934814,6.937980651855469e-05,0
mbp_hi_042,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9949166774749756,0.005083322525024414,0
mbp_hi_043,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9835429191589355,0.016457080841064453,0
mbp_hi_044,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9503777623176575,0.04962223768234253,0
mbp_hi_045,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9991043210029602,0.0008956789970397949,0
mbp_hi_046,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9970480799674988,0.0029519200325012207,0
mbp_hi_047,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.999907374382019,9.262561798095703e-05,0
mbp_hi_048,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9834928512573242,0.01650714874267578,0
mbp_hi_049,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9961782693862915,0.003821730613708496,0
mbp_hi_050,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9883633852005005,0.011636614799499512,0
mbp_hi_051,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9987627267837524,0.0012372732162475586,0
mbp_hi_052,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9957154393196106,0.004284560680389404,0
mbp_hi_053,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9996763467788696,0.0003236532211303711,0
mbp_hi_054,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9953361749649048,0.004663825035095215,0
mbp_hi_055,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.999886155128479,0.0001138448715209961,0
mbp_hi_056,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9895833730697632,0.010416626930236816,0
mbp_hi_057,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9755163192749023,0.024483680725097656,0
mbp_hi_058,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9997584223747253,0.0002415776252746582,0
mbp_hi_059,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9999070763587952,9.292364120483398e-05,0
mbp_hi_060,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.991387128829956,0.008612871170043945,0
mbp_hi_061,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9985354542732239,0.001464545726776123,0
mbp_hi_062,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9993358254432678,0.0006641745567321777,0
mbp_hi_063,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9993377923965454,0.0006622076034545898,0
mbp_hi_064,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9987055063247681,0.0012944936752319336,0
mbp_hi_065,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9999828338623047,1.71661376953125e-05,0
mbp_hi_066,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9999693036079407,3.069639205932617e-05,0
mbp_hi_067,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9995735883712769,0.00042641162872314453,0
mbp_hi_068,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9813744425773621,0.01862555742263794,0
mbp_hi_069,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.998867392539978,0.0011326074600219727,0
mbp_hi_070,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9998849034309387,0.0001150965690612793,0
mbp_hi_071,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9995888471603394,0.00041115283966064453,0
mbp_hi_072,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9973902106285095,0.0026097893714904785,0
mbp_hi_073,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9953059554100037,0.004694044589996338,0
mbp_hi_074,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9949376583099365,0.0050623416900634766,0
mbp_hi_075,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9977908730506897,0.0022091269493103027,0
mbp_hi_076,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9894657135009766,0.010534286499023438,0
mbp_hi_077,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9995205998420715,0.0004794001579284668,0
mbp_hi_078,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.999786376953125,0.000213623046875,0
mbp_hi_079,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9972323179244995,0.0027676820755004883,0
mbp_hi_080,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9992961883544922,0.0007038116455078125,0
mbp_hi_081,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9991501569747925,0.0008498430252075195,0
mbp_hi_082,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9966816902160645,0.003318309783935547,0
mbp_hi_083,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9998588562011719,0.000141143798828125,0
mbp_hi_084,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.999131441116333,0.0008685588836669922,0
mbp_hi_085,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9913575649261475,0.008642435073852539,0
mbp_hi_086,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9962528944015503,0.003747105598449707,0
mbp_hi_087,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.99941086769104,0.0005891323089599609,0
mbp_hi_088,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9992175102233887,0.0007824897766113281,0
mbp_hi_089,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.996705949306488,0.003294050693511963,0
mbp_hi_090,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.998266875743866,0.0017331242561340332,0
mbp_hi_091,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9993284344673157,0.0006715655326843262,0
mbp_hi_092,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9998947978019714,0.00010520219802856445,0
mbp_hi_093,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9998643398284912,0.00013566017150878906,0
mbp_hi_094,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9945372343063354,0.005462765693664551,0
mbp_hi_095,hindi,verb_gender_agreement,SV-G,FEM -> MASC,MiniLM-multi,0.9997937679290771,0.00020623207092285156,0
mbp_hi_096,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9999309182167053,6.908178329467773e-05,0
mbp_hi_097,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9995076656341553,0.0004923343658447266,0
mbp_hi_098,hindi,verb_gender_agreement,SP-G,MASC -> FEM,MiniLM-multi,0.9995871782302856,0.00041282176971435547,0
mbp_hi_099,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.997976541519165,0.002023458480834961,0
mbp_hi_100,hindi,verb_gender_agreement,SV-G,MASC -> FEM,MiniLM-multi,0.9985570311546326,0.0014429688453674316,0
mbp_hi_001,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9991899728775024,0.0008100271224975586,0
mbp_hi_002,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.999039888381958,0.0009601116180419922,0
mbp_hi_003,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9998942017555237,0.00010579824447631836,0
mbp_hi_004,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9984265565872192,0.0015734434127807617,0
mbp_hi_005,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9990515112876892,0.000948488712310791,0
mbp_hi_006,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.999118983745575,0.0008810162544250488,0
mbp_hi_007,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9998154640197754,0.00018453598022460938,0
mbp_hi_008,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9994690418243408,0.0005309581756591797,0
mbp_hi_009,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9998968243598938,0.00010317564010620117,0
mbp_hi_010,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999159574508667,8.404254913330078e-05,0
mbp_hi_011,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9994555711746216,0.000544428825378418,0
mbp_hi_012,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9994088411331177,0.0005911588668823242,0
mbp_hi_013,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9990497827529907,0.0009502172470092773,0
